品类,历史tradeId,历史fieldId,字段,类型,历史必填,历史saleProp,Listingify基线来源,CLI本地来源,Listingify基线判断逻辑,CLI缺失处理,create阶段,full-update阶段,incremental阶段,确认状态,CLI代码/验证入口,基线证据
T恤,9655,28459,风格,文本,是,否,COPYWRITING + LAUNCH_PLAN + REFERENCE_IMAGE,本地文案 Excel + 本地上市计划 Excel + 本地参考图,优先文案/上市计划明确属性；图片只判断可见结构；枚举字段必须命中模板值。,证据不足留空并人工复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:771
T恤,9655,93949,1688供货方式,单选,否,否,LAUNCH_PLAN 上市计划履约字段 + 平台运营配置 + 当前模板 options,本地上市计划 Excel 上市计划履约字段 + 平台运营配置 + 当前模板 options,按上市计划/平台明确履约值命中当前模板 options；没有业务配置不套用鞋品默认。,无履约配置留空并转业务人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:772
T恤,9655,77615,22Q1-童鞋卖点解析,多行/结构文本,否,否,业务规则 skip：鞋品专属字段（服饰不适用）,业务规则 skip：鞋品专属字段（服饰不适用）,服饰类目不使用鞋品脚长、鞋内长或鞋型尺码模板；仅当真实鞋品类目时才按鞋品模板生成。,服饰模板中出现时留空并复核，不阻断服饰主尺码。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:773
T恤,9655,77860,22Q1-童鞋品名,文本,否,否,业务规则 skip：鞋品专属字段（服饰不适用）,业务规则 skip：鞋品专属字段（服饰不适用）,服饰类目不使用鞋品脚长、鞋内长或鞋型尺码模板；仅当真实鞋品类目时才按鞋品模板生成。,服饰模板中出现时留空并复核，不阻断服饰主尺码。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:774
T恤,9655,77617,22Q1内里,文本,否,否,业务规则 skip：鞋品字段在服饰类目不适用,业务规则 skip：鞋品字段在服饰类目不适用,鞋品字段在服饰类目不适用 不参与生成和发送；不得由 AI、旧资源或其他品类字段回填。,固定留空，不计为缺失阻断；仅记录为业务 blank。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:775
T恤,9655,77618,22Q1鞋底,文本,否,否,业务规则 skip：鞋品专属字段（服饰不适用）,业务规则 skip：鞋品专属字段（服饰不适用）,服饰类目不使用鞋品脚长、鞋内长或鞋型尺码模板；仅当真实鞋品类目时才按鞋品模板生成。,服饰模板中出现时留空并复核，不阻断服饰主尺码。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:776
T恤,9655,77616,22Q1鞋面,文本,否,否,业务规则 skip：鞋品专属字段（服饰不适用）,业务规则 skip：鞋品专属字段（服饰不适用）,服饰类目不使用鞋品脚长、鞋内长或鞋型尺码模板；仅当真实鞋品类目时才按鞋品模板生成。,服饰模板中出现时留空并复核，不阻断服饰主尺码。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:777
T恤,9655,80773,22Q4-童鞋内里,多行/结构文本,否,否,业务规则 skip：鞋品专属字段（服饰不适用）,业务规则 skip：鞋品专属字段（服饰不适用）,服饰类目不使用鞋品脚长、鞋内长或鞋型尺码模板；仅当真实鞋品类目时才按鞋品模板生成。,服饰模板中出现时留空并复核，不阻断服饰主尺码。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:778
T恤,9655,80776,22Q4-童鞋卖点,单选,否,否,业务规则 skip：鞋品专属字段（服饰不适用）,业务规则 skip：鞋品专属字段（服饰不适用）,服饰类目不使用鞋品脚长、鞋内长或鞋型尺码模板；仅当真实鞋品类目时才按鞋品模板生成。,服饰模板中出现时留空并复核，不阻断服饰主尺码。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:779
T恤,9655,80777,22Q4-童鞋卖点解析,多行/结构文本,否,否,业务规则 skip：鞋品专属字段（服饰不适用）,业务规则 skip：鞋品专属字段（服饰不适用）,服饰类目不使用鞋品脚长、鞋内长或鞋型尺码模板；仅当真实鞋品类目时才按鞋品模板生成。,服饰模板中出现时留空并复核，不阻断服饰主尺码。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:780
T恤,9655,80772,22Q4-童鞋品名,多行/结构文本,否,否,业务规则 skip：鞋品专属字段（服饰不适用）,业务规则 skip：鞋品专属字段（服饰不适用）,服饰类目不使用鞋品脚长、鞋内长或鞋型尺码模板；仅当真实鞋品类目时才按鞋品模板生成。,服饰模板中出现时留空并复核，不阻断服饰主尺码。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:781
T恤,9655,80778,22Q4-童鞋尺码表,单选,否,否,业务规则 skip：鞋品专属字段（服饰不适用）,业务规则 skip：鞋品专属字段（服饰不适用）,服饰类目不使用鞋品脚长、鞋内长或鞋型尺码模板；仅当真实鞋品类目时才按鞋品模板生成。,服饰模板中出现时留空并复核，不阻断服饰主尺码。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:782
T恤,9655,80775,22Q4-童鞋鞋底,多行/结构文本,否,否,业务规则 skip：鞋品专属字段（服饰不适用）,业务规则 skip：鞋品专属字段（服饰不适用）,服饰类目不使用鞋品脚长、鞋内长或鞋型尺码模板；仅当真实鞋品类目时才按鞋品模板生成。,服饰模板中出现时留空并复核，不阻断服饰主尺码。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:783
T恤,9655,80774,22Q4-童鞋鞋面,多行/结构文本,否,否,业务规则 skip：鞋品专属字段（服饰不适用）,业务规则 skip：鞋品专属字段（服饰不适用）,服饰类目不使用鞋品脚长、鞋内长或鞋型尺码模板；仅当真实鞋品类目时才按鞋品模板生成。,服饰模板中出现时留空并复核，不阻断服饰主尺码。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:784
T恤,9655,77859,22海报文案,多行/结构文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按款号/款色关联标准文案表，保留完整事实句并按平台长度规则裁剪。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:785
T恤,9655,89215,25产品名称,多行/结构文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按标准文案表名称/商品名称列取值；名称字段不从款号硬拼。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:786
T恤,9655,89354,25厚薄指数,单选,否,否,COPYWRITING + LAUNCH_PLAN + REFERENCE_IMAGE,本地文案 Excel + 本地上市计划 Excel + 本地参考图,优先文案厚薄字段；图片只辅助判断明显薄厚，并回到模板枚举。,无证据留空或人工复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:787
T恤,9655,89214,25实拍文案,多行/结构文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按款号/款色关联标准文案表，保留完整事实句并按平台长度规则裁剪。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:788
T恤,9655,89356,25弹力指数,单选,否,否,COPYWRITING + 面料说明,本地文案 Excel + 面料说明,取文案柔软度/弹性字段或面料说明中明确弹力。,无弹力描述留空。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:789
T恤,9655,89352,25服装质检标题,多行/结构文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按标准文案表对应列（导购标题）取值；平台字段按长度和禁填规则处理。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:792
T恤,9655,89350,25服装面料文案,多行/结构文本,否,否,吊牌/洗唛 OCR + COPYWRITING 标准文案 + 人工确认,吊牌/洗唛 OCR + 本地文案 Excel 标准文案 + 人工确认,按面料部位保留真实成分和比例；吊牌/洗唛合规事实优先，文案只作补充，枚举按模板归一。,无吊牌/洗唛/文案证据留空或转合规人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:793
T恤,9655,89359,25服饰吊牌样式,单选,否,否,当前模板 options + LAUNCH_PLAN/吊牌样式证据,当前模板 options + 本地上市计划 Excel/吊牌样式证据,只选择当前 field_id options 中有吊牌样式证据支持的枚举；它不是吊牌价格字段。,无吊牌样式证据留空并转人工。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:794
T恤,9655,89353,25服饰细节文案,多行/结构文本,否,否,COPYWRITING：标准文案表（按款号/款色取值）,本地文案 Excel：标准文案表（按款号/款色取值）,按款号/款色关联标准文案表，保留完整事实句并按平台长度规则裁剪。,文案表无同款有效行时留空并转人工；不以其他款或空白颜色副本补值。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:795
T恤,9655,89355,25柔软指数,单选,否,否,COPYWRITING 标准文案（厚薄/柔软度/弹性/版型） + REFERENCE_IMAGE + 当前模板 options；AI 仅辅助枚举,本地文案 Excel 标准文案（厚薄/柔软度/弹性/版型） + 本地参考图 + 当前模板 options；AI 仅辅助枚举,优先取标准文案明确属性；图片仅辅助明显可见/观感属性，最终必须命中当前模板 options，不能从季节或材质硬推。,文案和图像均无充分证据时留空并人工复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:796
T恤,9655,94021,25版型指数,单选,否,否,COPYWRITING + LAUNCH_PLAN + REFERENCE_IMAGE,本地文案 Excel + 本地上市计划 Excel + 本地参考图,优先标准文案版型；裤装可用小类/文案确认直筒、束脚等。,无版型证据留空复核。,当前模板激活且合法时写入,完整字段集覆盖；先合并远端快照,仅普通标量，显式 --fields；携带颜色/尺码,待逐字段确认,src/brands/balabala/fields.ts,balabala-product-field-whitepaper.md:797
